SampleID	female	male
L1S65.274694	0.979695431472081	0.0203045685279188
L1S66.273306	1	0
L1S67.273723	0.988095238095238	0.0119047619047619
L1S68.275111	0.984375	0.015625
L1S69.274960	0.978378378378378	0.0216216216216216
L1S7.274850	0.943181818181818	0.0568181818181818
L1S70.274844	0.932642487046632	0.0673575129533679
L1S71.275087	0.892045454545455	0.107954545454545
L1S72.274363	0.99438202247191	0.00561797752808989
L1S73.274502	0.98469387755102	0.0153061224489796
L1S74.274032	0.983050847457627	0.0169491525423729
L1S75.273762	0.989583333333333	0.0104166666666667
L1S76.274250	0.977142857142857	0.0228571428571429
L1S77.274342	0.983957219251337	0.0160427807486631
L1S78.274362	0.98780487804878	0.0121951219512195
L1S79.273707	0.935828877005348	0.0641711229946524
L1S8.273930	0.966850828729282	0.0331491712707182
L1S80.274164	0.965317919075145	0.0346820809248555
L1S81.275041	0.980099502487562	0.0199004975124378
L1S82.274709	0.917582417582418	0.0824175824175824
L1S83.274077	0.98974358974359	0.0102564102564103
L1S84.274271	0.971264367816092	0.028735632183908
L1S85.273291	0.994252873563218	0.00574712643678161
L1S86.273417	0.984615384615385	0.0153846153846154
L1S87.273667	0.983870967741935	0.0161290322580645
L1S88.273651	0.994845360824742	0.00515463917525773
L1S89.273535	0.983870967741935	0.0161290322580645
L1S9.274892	0.962365591397849	0.0376344086021505
L1S90.273946	0.969879518072289	0.0301204819277108
L1S91.273638	0.975903614457831	0.0240963855421687
L1S92.274475	0.983606557377049	0.0163934426229508
L1S93.274999	0.983783783783784	0.0162162162162162
L1S94.274719	0.966850828729282	0.0331491712707182
L1S95.273271	0.994285714285714	0.00571428571428571
L1S97.274918	0.96969696969697	0.0303030303030303
L1S98.273755	0.975	0.025
L1S99.273974	0.980099502487562	0.0199004975124378
L6S329.274368	0	1
L6S330.274280	0.015	0.985
L6S331.273351	0.0106382978723404	0.98936170212766
