SampleID	P(alleged label)	P(second best)	P(alleged label)-P(second best)
L2S70.275150	1	0	1
L2S71.274066	0.91304347826087	0.0869565217391304	0.826086956521739
L2S72.274803	0.975460122699387	0.0245398773006135	0.950920245398773
L2S73.273400	0.980676328502415	0.0193236714975845	0.961352657004831
L2S74.275009	1	0	1
L2S75.274835	0.994117647058824	0.00588235294117647	0.988235294117647
L2S76.273540	0.99468085106383	0.00531914893617021	0.98936170212766
L2S77.275174	0.994897959183674	0.00510204081632653	0.989795918367347
L2S78.274519	1	0	1
L2S8.274367	0.994047619047619	0.00595238095238095	0.988095238095238
L2S81.274524	0.99468085106383	0.00531914893617021	0.98936170212766
L2S82.273335	1	0	1
L2S83.274705	0.984210526315789	0.0157894736842105	0.968421052631579
L2S84.273312	0.99290780141844	0.00709219858156028	0.985815602836879
L2S86.274853	0.994623655913978	0.00537634408602151	0.989247311827957
L2S87.273805	0.989130434782609	0.0108695652173913	0.978260869565217
L2S88.273522	0.983695652173913	0.016304347826087	0.967391304347826
L2S89.274561	0.976190476190476	0.0238095238095238	0.952380952380952
L2S9.274120	0.994535519125683	0.00546448087431694	0.989071038251366
L2S90.274515	1	0	1
L2S91.275128	1	0	1
L2S92.273461	0.984536082474227	0.0154639175257732	0.969072164948454
L2S93.273568	0.973404255319149	0.0265957446808511	0.946808510638298
L2S94.274742	0.994791666666667	0.00520833333333333	0.989583333333333
L2S95.273958	0.994871794871795	0.00512820512820513	0.98974358974359
L1S1.275106	0.661290322580645	0.338709677419355	0.32258064516129
L1S10.274330	0.963730569948187	0.0362694300518135	0.927461139896373
L1S100.274845	1	0	1
L1S101.274587	0.98469387755102	0.0153061224489796	0.969387755102041
L1S102.273491	0.976608187134503	0.0233918128654971	0.953216374269006
L1S103.273727	0.978609625668449	0.0213903743315508	0.957219251336898
L1S104.274727	0.989130434782609	0.0108695652173913	0.978260869565217
L1S105.273315	0.995192307692308	0.00480769230769231	0.990384615384615
L1S106.275162	0.988888888888889	0.0111111111111111	0.977777777777778
L1S107.274626	0.973544973544973	0.0264550264550265	0.947089947089947
L1S108.274826	0.973404255319149	0.0265957446808511	0.946808510638298
L1S109.273718	0.978947368421053	0.0210526315789474	0.957894736842105
L1S11.274949	0.975460122699387	0.0245398773006135	0.950920245398773
L1S110.274759	0.967914438502674	0.0320855614973262	0.935828877005348
L1S111.274126	0.989637305699482	0.0103626943005181	0.979274611398964
L1S112.274528	0.99	0.01	0.98
L1S113.274445	0.96195652173913	0.0380434782608696	0.923913043478261
L1S114.274060	0.974522292993631	0.0254777070063694	0.949044585987261
L1S115.274581	0.988304093567251	0.0116959064327485	0.976608187134503
L1S116.274735	0.98019801980198	0.0198019801980198	0.96039603960396
L1S117.275153	0.988950276243094	0.0110497237569061	0.977900552486188
L1S118.274243	0.971910112359551	0.0280898876404494	0.943820224719101
L1S119.273846	0.940119760479042	0.0598802395209581	0.880239520958084
L1S12.273922	0.98469387755102	0.0153061224489796	0.969387755102041
L1S120.274954	0.988505747126437	0.0114942528735632	0.977011494252874
L1S121.275017	0.96551724137931	0.0344827586206897	0.931034482758621
L1S122.273565	0.985148514851485	0.0148514851485149	0.97029702970297
L1S123.274118	0.979487179487179	0.0205128205128205	0.958974358974359
L1S124.274955	0.962962962962963	0.037037037037037	0.925925925925926
L1S125.273208	0.956756756756757	0.0432432432432432	0.913513513513514
L1S126.274219	0.964705882352941	0.0352941176470588	0.929411764705882
L1S127.274374	0.993710691823899	0.00628930817610063	0.987421383647799
L1S128.274455	0.994413407821229	0.00558659217877095	0.988826815642458
L1S129.274829	0.978947368421053	0.0210526315789474	0.957894736842105
L1S13.273294	0.916666666666667	0.0833333333333333	0.833333333333333
L1S130.275078	0.994594594594595	0.00540540540540541	0.989189189189189
L1S131.274927	0.968253968253968	0.0317460317460317	0.936507936507937
L1S132.274000	0.98876404494382	0.0112359550561798	0.97752808988764
L1S133.274859	0.672043010752688	0.327956989247312	0.344086021505376
L1S134.274174	0.757396449704142	0.242603550295858	0.514792899408284
L1S135.274571	0.803370786516854	0.196629213483146	0.606741573033708
L1S136.273951	0.776536312849162	0.223463687150838	0.553072625698324
L1S137.274284	0.875	0.125	0.75
L1S138.273308	0.886363636363636	0.113636363636364	0.772727272727273
L1S139.274985	0.968911917098446	0.0310880829015544	0.937823834196891
L1S14.273420	0.994652406417112	0.0053475935828877	0.989304812834225
L1S140.274872	0.945121951219512	0.0548780487804878	0.890243902439024
L1S141.275086	0.924242424242424	0.0757575757575758	0.848484848484848
L1S142.273722	0.96	0.04	0.92
L1S143.273938	0.967032967032967	0.032967032967033	0.934065934065934
L1S144.273302	0.958333333333333	0.0416666666666667	0.916666666666667
L1S145.275016	0.967741935483871	0.032258064516129	0.935483870967742
L1S146.273215	0.983050847457627	0.0169491525423729	0.966101694915254
L1S147.273683	0.976878612716763	0.023121387283237	0.953757225433526
L1S148.273970	0.96	0.04	0.92
L1S149.274022	0.972222222222222	0.0277777777777778	0.944444444444444
L1S15.273775	0.96078431372549	0.0392156862745098	0.92156862745098
L1S150.274261	0.982954545454545	0.0170454545454545	0.965909090909091
L1S151.274520	0.928571428571429	0.0714285714285714	0.857142857142857
L1S152.274042	0.972826086956522	0.0271739130434783	0.945652173913043
L1S153.275061	0.973404255319149	0.0265957446808511	0.946808510638298
L1S154.274659	0.978723404255319	0.0212765957446809	0.957446808510638
L1S155.274457	0.96195652173913	0.0380434782608696	0.923913043478261
L1S156.274463	0.972527472527473	0.0274725274725275	0.945054945054945
L1S157.273481	0.974226804123711	0.0257731958762887	0.948453608247423
L1S158.274569	0.976331360946746	0.0236686390532544	0.952662721893491
L1S159.273766	0.985915492957746	0.0140845070422535	0.971830985915493
L1S16.274184	0.970414201183432	0.029585798816568	0.940828402366864
L1S160.274321	0.983240223463687	0.0167597765363128	0.966480446927374
L1S161.273299	0.98876404494382	0.0112359550561798	0.97752808988764
L1S162.273721	0.978835978835979	0.0211640211640212	0.957671957671958
L1S163.274658	0.974358974358974	0.0256410256410256	0.948717948717949
L1S164.274254	0.968152866242038	0.0318471337579618	0.936305732484076
L1S165.274417	0.93717277486911	0.06282722513089	0.87434554973822
L1S166.274223	0.968085106382979	0.0319148936170213	0.936170212765957
L1S167.275065	0.965116279069767	0.0348837209302326	0.930232558139535
L1S168.274809	0.970760233918129	0.0292397660818713	0.941520467836257
L1S169.274242	0.983516483516483	0.0164835164835165	0.967032967032967
L1S17.274647	0.972375690607735	0.0276243093922652	0.94475138121547
L1S170.274450	0.978947368421053	0.0210526315789474	0.957894736842105
L1S171.273375	0.974226804123711	0.0257731958762887	0.948453608247423
L1S172.273802	0.956521739130435	0.0434782608695652	0.91304347826087
L1S173.274765	0.983870967741935	0.0161290322580645	0.967741935483871
L1S174.274640	0.975247524752475	0.0247524752475248	0.95049504950495
L1S175.274934	0.964705882352941	0.0352941176470588	0.929411764705882
L1S176.274621	0.733695652173913	0.266304347826087	0.467391304347826
L1S177.273454	0.955882352941177	0.0441176470588235	0.911764705882353
L1S178.275068	0.957055214723926	0.0429447852760736	0.914110429447853
L1S179.273902	0.971264367816092	0.028735632183908	0.942528735632184
L1S18.273422	0.987577639751553	0.0124223602484472	0.975155279503106
L1S180.274231	0.885714285714286	0.114285714285714	0.771428571428571
L1S181.274221	0.943589743589744	0.0564102564102564	0.887179487179487
L1S182.274506	0.963917525773196	0.0360824742268041	0.927835051546392
L1S183.274343	0.961748633879781	0.0382513661202186	0.923497267759563
L1S184.273919	0.972972972972973	0.027027027027027	0.945945945945946
L1S185.273473	0.977011494252874	0.0229885057471264	0.954022988505747
L1S186.274486	0.994871794871795	0.00512820512820513	0.98974358974359
L1S187.274092	1	0	1
L1S188.273373	0.993827160493827	0.00617283950617284	0.987654320987654
L1S189.273436	0.994444444444444	0.00555555555555556	0.988888888888889
L1S19.274514	0.984455958549223	0.0155440414507772	0.968911917098445
L1S190.273282	0.987878787878788	0.0121212121212121	0.975757575757576
L1S191.273263	1	0	1
L1S193.275122	0.97979797979798	0.0202020202020202	0.95959595959596
L1S194.274523	1	0	1
L1S195.273591	0.978723404255319	0.0212765957446809	0.957446808510638
L1S196.273245	1	0	1
L1S197.274086	0.994444444444444	0.00555555555555556	0.988888888888889
L1S198.273806	0.994565217391304	0.00543478260869565	0.989130434782609
L1S199.274339	0.994791666666667	0.00520833333333333	0.989583333333333
L1S2.274869	0.829015544041451	0.170984455958549	0.658031088082901
L1S20.274555	0.946524064171123	0.053475935828877	0.893048128342246
L1S200.273384	0.994318181818182	0.00568181818181818	0.988636363636364
L1S201.273866	1	0	1
L1S202.273285	0.989473684210526	0.0105263157894737	0.978947368421053
L1S203.273731	1	0	1
L1S204.274607	0.989949748743719	0.0100502512562814	0.979899497487437
L1S205.274565	0.994082840236686	0.00591715976331361	0.988165680473373
L1S206.273247	1	0	1
L1S207.274287	0.994252873563218	0.00574712643678161	0.988505747126437
L1S208.274741	0.994652406417112	0.0053475935828877	0.989304812834225
L1S209.273658	0.984126984126984	0.0158730158730159	0.968253968253968
L1S21.274476	0.966480446927374	0.0335195530726257	0.932960893854749
L1S210.274468	1	0	1
L1S212.274379	0.98469387755102	0.0153061224489796	0.969387755102041
L1S213.274333	1	0	1
L1S214.274105	1	0	1
L1S215.273708	0.994444444444444	0.00555555555555556	0.988888888888889
L1S216.273394	1	0	1
L1S217.273917	0.916230366492147	0.0837696335078534	0.832460732984293
L1S218.273993	1	0	1
L1S219.274012	0.988950276243094	0.0110497237569061	0.977900552486188
L1S22.273337	0.956043956043956	0.043956043956044	0.912087912087912
L1S220.273571	1	0	1
L1S221.274942	1	0	1
L1S222.274663	1	0	1
L1S223.274322	1	0	1
L1S224.273764	0.994652406417112	0.0053475935828877	0.989304812834225
L1S225.273936	0.988888888888889	0.0111111111111111	0.977777777777778
L1S226.273455	1	0	1
L1S228.273894	0.989583333333333	0.0104166666666667	0.979166666666667
L1S229.273973	0.982954545454545	0.0170454545454545	0.965909090909091
L1S23.273699	0.913294797687861	0.0867052023121387	0.826589595375723
L1S231.274180	0.989690721649485	0.0103092783505155	0.979381443298969
L1S232.273216	0.994318181818182	0.00568181818181818	0.988636363636364
L1S233.274924	1	0	1
L1S234.275117	1	0	1
L1S235.273608	1	0	1
L1S236.274787	1	0	1
L1S237.274775	1	0	1
L1S238.274649	1	0	1
L1S239.274267	0.994791666666667	0.00520833333333333	0.989583333333333
L1S24.274100	0.9	0.1	0.8
L1S240.274975	0.994708994708995	0.00529100529100529	0.989417989417989
L1S241.273649	1	0	1
L1S242.273860	1	0	1
L1S243.274281	1	0	1
L1S244.274295	1	0	1
L1S245.274903	1	0	1
L1S246.273352	0.994011976047904	0.00598802395209581	0.988023952095808
L1S247.273479	0.988372093023256	0.0116279069767442	0.976744186046512
L1S248.273910	0.989010989010989	0.010989010989011	0.978021978021978
L1S249.273545	1	0	1
L1S25.273273	0.958549222797927	0.0414507772020725	0.917098445595855
L1S250.273986	1	0	1
L1S251.274516	0.979274611398964	0.0207253886010363	0.958549222797928
L1S252.274163	1	0	1
L1S253.274249	1	0	1
L1S254.273387	1	0	1
L1S255.274966	1	0	1
L1S256.274285	0.994764397905759	0.00523560209424084	0.989528795811518
L1S257.273377	1	0	1
L1S258.273240	1	0	1
L1S259.273813	0.982857142857143	0.0171428571428571	0.965714285714286
L1S26.274537	0.989690721649485	0.0103092783505155	0.979381443298969
L1S260.273552	1	0	1
L1S261.274799	0.994505494505495	0.00549450549450549	0.989010989010989
L1S262.273236	0.994764397905759	0.00523560209424084	0.989528795811518
L1S263.274428	1	0	1
L1S264.273320	0.973958333333333	0.0260416666666667	0.947916666666667
L1S266.275167	1	0	1
L1S267.273765	0.99492385786802	0.0050761421319797	0.989847715736041
L1S268.273415	0.99468085106383	0.00531914893617021	0.98936170212766
L1S269.274498	0.994791666666667	0.00520833333333333	0.989583333333333
L1S27.273969	0.964467005076142	0.0355329949238579	0.928934010152284
L1S270.273598	1	0	1
L1S271.274887	0.988888888888889	0.0111111111111111	0.977777777777778
L1S272.274746	0.958823529411765	0.0411764705882353	0.917647058823529
L1S273.274399	1	0	1
L1S274.273705	0.545454545454545	0.454545454545455	0.0909090909090909
L1S275.275069	0.99438202247191	0.00561797752808989	0.98876404494382
L1S276.273690	0.983606557377049	0.0163934426229508	0.967213114754098
L1S277.273248	0.994845360824742	0.00515463917525773	0.989690721649485
L1S278.274121	0.988304093567251	0.0116959064327485	0.976608187134503
L1S279.274262	0.988304093567251	0.0116959064327485	0.976608187134503
L1S28.273497	0.948453608247423	0.0515463917525773	0.896907216494845
L1S280.274513	0.967592592592593	0.0324074074074074	0.935185185185185
L1S281.274883	1	0	1
L1S282.273542	0.98314606741573	0.0168539325842697	0.966292134831461
L1S283.273819	0.978378378378378	0.0216216216216216	0.956756756756757
L1S284.274692	1	0	1
L1S285.274434	0.994252873563218	0.00574712643678161	0.988505747126437
L1S286.274014	0.989847715736041	0.0101522842639594	0.979695431472081
L1S287.274018	0.994594594594595	0.00540540540540541	0.989189189189189
L1S289.274926	0.994594594594595	0.00540540540540541	0.989189189189189
L1S29.274586	0.994594594594595	0.00540540540540541	0.989189189189189
L1S290.274811	0.995024875621891	0.00497512437810945	0.990049751243781
L1S291.274814	1	0	1
L1S292.273647	0.994505494505495	0.00549450549450549	0.989010989010989
L1S293.275143	0.994318181818182	0.00568181818181818	0.988636363636364
L1S294.273585	1	0	1
L1S295.274567	1	0	1
L1S296.273278	1	0	1
L1S297.274827	0.994623655913978	0.00537634408602151	0.989247311827957
L1S298.274209	1	0	1
L1S299.274893	1	0	1
L1S3.273687	0.912087912087912	0.0879120879120879	0.824175824175824
L1S30.273279	0.983870967741935	0.0161290322580645	0.967741935483871
L1S300.274656	0.990196078431373	0.00980392156862745	0.980392156862745
L1S301.274634	1	0	1
L1S302.273303	0.994011976047904	0.00598802395209581	0.988023952095808
L1S303.273579	0.995192307692308	0.00480769230769231	0.990384615384615
L1S304.273937	0.988636363636364	0.0113636363636364	0.977272727272727
L1S305.273508	0.98469387755102	0.0153061224489796	0.969387755102041
L1S306.274278	0.976331360946746	0.0236686390532544	0.952662721893491
L1S307.274201	0.96045197740113	0.0395480225988701	0.92090395480226
L1S308.274545	1	0	1
L1S309.274009	0.972972972972973	0.027027027027027	0.945945945945946
L1S31.274299	0.984848484848485	0.0151515151515152	0.96969696969697
L1S310.274766	0.988571428571429	0.0114285714285714	0.977142857142857
L1S311.273978	0.98974358974359	0.0102564102564103	0.97948717948718
L1S312.273453	0.989304812834225	0.0106951871657754	0.978609625668449
L1S313.273714	0.99468085106383	0.00531914893617021	0.98936170212766
L1S314.273495	0.99492385786802	0.0050761421319797	0.989847715736041
L1S315.273440	1	0	1
L1S316.275138	1	0	1
L1S317.273874	1	0	1
L1S318.274878	1	0	1
L1S319.274696	0.994623655913978	0.00537634408602151	0.989247311827957
L1S32.273346	0.98469387755102	0.0153061224489796	0.969387755102041
L1S320.274114	0.994565217391304	0.00543478260869565	0.989130434782609
L1S321.273286	0.988826815642458	0.0111731843575419	0.977653631284916
L1S322.273615	1	0	1
L1S323.274552	0.99492385786802	0.0050761421319797	0.989847715736041
L1S324.274332	1	0	1
L1S325.273290	0.983783783783784	0.0162162162162162	0.967567567567568
L1S326.273313	1	0	1
L1S327.275047	1	0	1
L1S328.274091	1	0	1
L1S329.274894	0.983695652173913	0.016304347826087	0.967391304347826
L1S33.274904	0.907692307692308	0.0923076923076923	0.815384615384615
L1S330.274950	0.994845360824742	0.00515463917525773	0.989690721649485
L1S331.274029	0.99438202247191	0.00561797752808989	0.98876404494382
L1S332.273671	0.994318181818182	0.00568181818181818	0.988636363636364
L1S333.274171	0.994594594594595	0.00540540540540541	0.989189189189189
L1S334.273724	0.6625	0.3375	0.325
L1S335.273841	0.977900552486188	0.0220994475138122	0.955801104972376
L1S336.273230	1	0	1
L1S337.273287	1	0	1
L1S338.273528	0.989010989010989	0.010989010989011	0.978021978021978
L1S339.274501	0.989304812834225	0.0106951871657754	0.978609625668449
L1S34.274509	0.967391304347826	0.0326086956521739	0.934782608695652
L1S340.274616	0.987730061349693	0.0122699386503067	0.975460122699386
L1S341.274763	0.994535519125683	0.00546448087431694	0.989071038251366
L1S342.273734	1	0	1
L1S343.274134	0.994897959183674	0.00510204081632653	0.989795918367347
L1S344.274360	0.98314606741573	0.0168539325842697	0.966292134831461
L1S345.274745	0.994413407821229	0.00558659217877095	0.988826815642458
L1S346.273710	1	0	1
L1S347.273632	0.989247311827957	0.010752688172043	0.978494623655914
L1S348.273330	0.975247524752475	0.0247524752475248	0.95049504950495
L1S349.273679	1	0	1
L1S35.274335	0.978835978835979	0.0211640211640212	0.957671957671958
L1S350.274305	1	0	1
L1S351.274053	0.988505747126437	0.0114942528735632	0.977011494252874
L1S352.275035	1	0	1
L1S353.275012	0.977900552486188	0.0220994475138122	0.955801104972376
L1S354.274130	0.984210526315789	0.0157894736842105	0.968421052631579
L1S355.273704	0.988439306358382	0.0115606936416185	0.976878612716763
L1S356.274526	0.987341772151899	0.0126582278481013	0.974683544303798
L1S357.274041	1	0	1
L1S358.273815	0.980392156862745	0.0196078431372549	0.96078431372549
L1S359.274297	0.982954545454545	0.0170454545454545	0.965909090909091
L1S36.273590	0.966850828729282	0.0331491712707182	0.933701657458563
L1S360.273952	0.972375690607735	0.0276243093922652	0.94475138121547
L1S361.274485	0.988505747126437	0.0114942528735632	0.977011494252874
L1S362.274650	0.978378378378378	0.0216216216216216	0.956756756756757
L1S363.274890	1	0	1
L1S364.275003	0.994764397905759	0.00523560209424084	0.989528795811518
L1S365.273336	0.960199004975124	0.0398009950248756	0.920398009950249
L1S366.274312	1	0	1
L1S367.274179	1	0	1
L1S368.274020	0.989417989417989	0.0105820105820106	0.978835978835979
L1S369.274936	0.973404255319149	0.0265957446808511	0.946808510638298
L1S37.274627	0.963157894736842	0.0368421052631579	0.926315789473684
L1S370.274873	0.964646464646465	0.0353535353535354	0.929292929292929
L1S371.275038	1	0	1
L1S372.273563	0.935828877005348	0.0641711229946524	0.871657754010695
L1S374.273604	0.957446808510638	0.0425531914893617	0.914893617021277
L1S375.275063	0.98989898989899	0.0101010101010101	0.97979797979798
L1S376.273829	0.994219653179191	0.00578034682080925	0.988439306358381
L1S378.274245	0.995283018867924	0.00471698113207547	0.990566037735849
L1S379.273907	0.99492385786802	0.0050761421319797	0.989847715736041
L1S38.273790	0.969230769230769	0.0307692307692308	0.938461538461538
L1S380.274329	1	0	1
L1S381.274884	0.994475138121547	0.00552486187845304	0.988950276243094
L1S382.274559	1	0	1
L1S383.274632	0.989528795811518	0.0104712041884817	0.979057591623037
L1S39.273758	0.974489795918367	0.0255102040816327	0.948979591836735
L1S4.273385	0.93491124260355	0.0650887573964497	0.869822485207101
L1S40.273512	0.989583333333333	0.0104166666666667	0.979166666666667
L1S41.273743	0.994871794871795	0.00512820512820513	0.98974358974359
L1S42.273626	0.969387755102041	0.0306122448979592	0.938775510204082
L1S43.274004	0.956284153005464	0.0437158469945355	0.912568306010929
L1S44.274905	0.951086956521739	0.0489130434782609	0.902173913043478
L1S45.273912	1	0	1
L1S46.275163	0.967914438502674	0.0320855614973262	0.935828877005348
L1S47.273623	0.945652173913043	0.0543478260869565	0.891304347826087
L1S48.274804	0.973544973544973	0.0264550264550265	0.947089947089947
L1S49.273695	0.960227272727273	0.0397727272727273	0.920454545454545
L1S5.274234	0.934782608695652	0.0652173913043478	0.869565217391304
L1S50.274303	0.957446808510638	0.0425531914893617	0.914893617021277
L1S51.274027	0.94949494949495	0.0505050505050505	0.898989898989899
L1S52.273539	0.947643979057592	0.0523560209424084	0.895287958115183
L1S53.273606	0.988235294117647	0.0117647058823529	0.976470588235294
L1S54.273348	0.971910112359551	0.0280898876404494	0.943820224719101
L1S55.273531	0.967567567567568	0.0324324324324324	0.935135135135135
L1S56.273967	0.979695431472081	0.0203045685279188	0.959390862944163
L1S57.275149	0.984042553191489	0.0159574468085106	0.968085106382979
L1S58.275015	0.956284153005464	0.0437158469945355	0.912568306010929
L1S59.275053	0.961748633879781	0.0382513661202186	0.923497267759563
L1S6.274392	0.960199004975124	0.0398009950248756	0.920398009950249
L1S60.274493	0.982758620689655	0.0172413793103448	0.96551724137931
L1S61.273389	0.971264367816092	0.028735632183908	0.942528735632184
L1S62.273992	0.989528795811518	0.0104712041884817	0.979057591623037
L1S63.274199	0.93717277486911	0.06282722513089	0.87434554973822
L1S64.274666	0.964646464646465	0.0353535353535354	0.929292929292929
L1S65.274694	0.979695431472081	0.0203045685279188	0.959390862944163
L1S66.273306	1	0	1
L1S67.273723	0.988095238095238	0.0119047619047619	0.976190476190476
L1S68.275111	0.984375	0.015625	0.96875
L1S69.274960	0.978378378378378	0.0216216216216216	0.956756756756757
L1S7.274850	0.943181818181818	0.0568181818181818	0.886363636363636
L1S70.274844	0.932642487046632	0.0673575129533679	0.865284974093264
L1S71.275087	0.892045454545455	0.107954545454545	0.784090909090909
L1S72.274363	0.99438202247191	0.00561797752808989	0.98876404494382
L1S73.274502	0.98469387755102	0.0153061224489796	0.969387755102041
L1S74.274032	0.983050847457627	0.0169491525423729	0.966101694915254
L1S75.273762	0.989583333333333	0.0104166666666667	0.979166666666667
L1S76.274250	0.977142857142857	0.0228571428571429	0.954285714285714
L1S77.274342	0.983957219251337	0.0160427807486631	0.967914438502674
L1S78.274362	0.98780487804878	0.0121951219512195	0.975609756097561
L1S79.273707	0.935828877005348	0.0641711229946524	0.871657754010695
L1S8.273930	0.966850828729282	0.0331491712707182	0.933701657458563
L1S80.274164	0.965317919075145	0.0346820809248555	0.930635838150289
L1S81.275041	0.980099502487562	0.0199004975124378	0.960199004975124
L1S82.274709	0.917582417582418	0.0824175824175824	0.835164835164835
L1S83.274077	0.98974358974359	0.0102564102564103	0.97948717948718
L1S84.274271	0.971264367816092	0.028735632183908	0.942528735632184
L1S85.273291	0.994252873563218	0.00574712643678161	0.988505747126437
L1S86.273417	0.984615384615385	0.0153846153846154	0.969230769230769
L1S87.273667	0.983870967741935	0.0161290322580645	0.967741935483871
L1S88.273651	0.994845360824742	0.00515463917525773	0.989690721649485
L1S89.273535	0.983870967741935	0.0161290322580645	0.967741935483871
L1S9.274892	0.962365591397849	0.0376344086021505	0.924731182795699
L1S90.273946	0.969879518072289	0.0301204819277108	0.939759036144578
L1S91.273638	0.975903614457831	0.0240963855421687	0.951807228915663
L1S92.274475	0.983606557377049	0.0163934426229508	0.967213114754098
L1S93.274999	0.983783783783784	0.0162162162162162	0.967567567567568
L1S94.274719	0.966850828729282	0.0331491712707182	0.933701657458563
L1S95.273271	0.994285714285714	0.00571428571428571	0.988571428571429
L1S97.274918	0.96969696969697	0.0303030303030303	0.939393939393939
L1S98.273755	0.975	0.025	0.95
L1S99.273974	0.980099502487562	0.0199004975124378	0.960199004975124
L6S329.274368	1	0	1
L6S330.274280	0.985	0.015	0.97
L6S331.273351	0.98936170212766	0.0106382978723404	0.978723404255319
